File Path	Predicted Class	Predicted Value
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__171_1307971016233_F.wav	normal	1.5866666666666667
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106212102.wav	extrahls	1.3473684210526315
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__262_1309355283807_B.wav	normal	2.0
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__149_1306776016110_C.wav	normal	2.669724770642202
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201103170122.wav	normal	2.1160493827160494
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__172_1307971284351_D.wav	normal	2.6600846262341324
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__150_1306776340746_D.wav	normal	1.8109339407744875
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__209_1308162216750_C.wav	normal	2.7780898876404496
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106171155.wav	extrahls	1.6388888888888888
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__148_1306768801551_C.wav	normal	2.4965635738831615
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__152_1306779561195_D1.wav	normal	2.4489164086687305
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201103200518.wav	extrahls	1.8958333333333333
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__209_1308162216750_B.wav	normal	2.5488095238095236
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__171_1307971016233_C.wav	normal	1.5357142857142858
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__179_1307990076841_D1.wav	normal	2.5488095238095236
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__201_1308144942432_B.wav	normal	2.419001218026797
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__109_1305653646620_B.wav	normal	2.669724770642202
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106170857.wav	extrahls	0.9662921348314607
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__264_1309356143724_A.wav	normal	1.9301470588235294
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__148_1306768801551_A.wav	normal	2.753341433778858
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__231_1308748318393_B.wav	normal	2.44750656167979
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106010807.wav	extrahls	1.04
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__231_1308748318393_C.wav	normal	2.766073871409029
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__154_1306935608852_D1.wav	normal	2.5488095238095236
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__109_1305653972028_D.wav	normal	2.4489164086687305
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__141_1306520154450_D.wav	normal	2.2790697674418605
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106150614.wav	extrahls	1.3473684210526315
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__216_1308245839516_B1.wav	normal	2.753341433778858
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__176_1307988171173_C1.wav	normal	2.1160493827160494
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201108222225.wav	normal	2.0273972602739727
