File Path	Predicted Class	Predicted Value
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__201_1308144942432_B.wav	normal	2.37
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__109_1305653646620_B.wav	normal	2.35
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106170857.wav	artifact	0.07
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__264_1309356143724_A.wav	murmur	2.07
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__148_1306768801551_A.wav	normal	2.5
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__231_1308748318393_B.wav	murmur	1.86
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106010807.wav	artifact	0.11
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__231_1308748318393_C.wav	normal	2.79
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__154_1306935608852_D1.wav	normal	1.98
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__109_1305653972028_D.wav	normal	2.02
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__141_1306520154450_D.wav	murmur	1.3
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201106150614.wav	artifact	0.82
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__216_1308245839516_B1.wav	normal	2.59
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Bunlabelledtest__176_1307988171173_C1.wav	normal	1.85
/Users/aryamankedia/Downloads/aiheartbeat/Unlabelled/Aunlabelledtest__201108222225.wav	murmur	1.43
